Frequency (Hz),Polyestirene_1,Polyestirene_2,Polyestirene_3,Polyestirene_4,Polyestirene_5,Polyestirene_6,Polyestirene_7,Polyestirene_8,Polyestirene_9,Polyestirene_10,100-400 nm_1,100-400 nm_2,100-400 nm_3,100-400 nm_4,100-400 nm_5,100-400 nm_6,100-400 nm_7,100-400 nm_8,60-300 nm_1,60-300 nm_2,60-300 nm_3,60-300 nm_4,60-300 nm_5,60-300 nm_6,60-300 nm_7,60-300 nm_8,500-1000 nm_1,500-1000 nm_,500-1000 nm_3,500-1000 nm_4,500-1000 nm_5,500-1000 nm_6,500-1000 nm_7,500-1000 nm_8,60-300 nm,std(60-300 nm),100-400 nm,std(100-400 nm),500-1000 nm,std(500-1000 nm),Polyestirene,std(Polyestirene)
10110.85323,0.03127293110463676,0.0837168156920723,0.0014416658817490821,0.6635246817206866,0.5415454489095826,0.0011656827585804419,0.07262036798547444,0.018677556777647316,0.031048581834582027,0.0028451669433487876,0.22000351531829623,0.25396758201730973,0.23658695095852575,0.24535833420346198,0.25250157777904264,0.23060126950612567,0.2288359581824536,0.25220964691783854,0.11833875098601954,0.13318256833687117,0.14335861608428138,0.1438601634566771,0.23639877167613185,0.23963847650459802,0.2476078705559334,0.24169045666723943,0.3131270710941248,0.26183864888373287,0.2541821564316629,0.34015922763919415,0.29895797587000944,0.2638309741053193,0.27189605169316233,0.2607224371599714,0.18800945928346896,0.05762384769881176,0.24000810436038178,0.012837722095506961,0.28308931785964714,0.030925534540444145,0.14478588996083602,0.244606612570382
10437.00978,0.028082338015625926,0.07163324830344185,0.0013746494919073904,0.5758610382457297,0.3555884348113384,0.0009828825363842294,0.06416540609682242,0.016766692376689863,0.0269717119418266,0.002793943062974197,0.1997804822976933,0.21806626558431944,0.21402559848732539,0.21266249247313773,0.22051770341888813,0.2062906282175681,0.19893568506881484,0.2240964376861067,0.09967597839881061,0.12089670196943873,0.13725314801221614,0.13018394684676005,0.20585851816002015,0.19816543659291225,0.20564337419585924,0.19994336232913273,0.21829660574041596,0.22420550853169993,0.22755975683565735,0.220441625748619,0.23577094697953874,0.2812439736359024,0.2416997227723632,0.21967971558866256,0.16220255831314373,0.0443590154072691,0.2117969116542317,0.009353964052842037,0.2336122319791074,0.02092885076687108,0.11442203448827407,0.19384743340594154
10763.16634,0.024611096302573437,0.06308303151471398,0.0013510595315737964,0.5288863576263707,0.2898968237286171,0.0008109000525103054,0.05463246178664488,0.014842955159718216,0.023038417043413167,0.0027856657046293953,0.1762673376571792,0.18741634156573608,0.1804488426178031,0.18390354569496656,0.1910641611917242,0.18010054271089243,0.17742550803963925,0.18456839953818846,0.09913432682188145,0.09842957512325716,0.10363879788320138,0.10522751328018565,0.17597186560982528,0.1644177769505784,0.16029044848666132,0.16012624569483616,0.1758405159469,0.23854404937531076,0.20946384838668378,0.19349711979195164,0.18059263583847118,0.17756097573052235,0.26372931950702744,0.24788682910277524,0.13340456873130335,0.03441000606976645,0.18264933487701615,0.005044746512908026,0.2108894117099553,0.03482050329976999,0.10039387684507653,0.1736224666243357
11089.3229,0.024425910617879153,0.061609514024027756,0.001272100942016573,0.770707981356081,0.30259317964412863,0.0011064588773346809,0.05235709984278849,0.01438141630613168,0.023129761902349166,0.0028104700782018107,0.1830312000388751,0.19906927409337255,0.18912602004494503,0.19829212598297855,0.18768106654857916,0.18601841117717025,0.1833555139355893,0.1908788190902093,0.1063485274247468,0.13282234088802067,0.15657319747891632,0.15155858501883138,0.17934462502295193,0.18394891469083963,0.18762198854753015,0.18950088986159674,0.16708199915281935,0.21986223152315648,0.22628536402003646,0.16645660803776624,0.17780594297238206,0.19152201983266465,0.19358897588476284,0.1899018405228175,0.1609648836166792,0.029937315247617682,0.18968155386396493,0.006160703301520265,0.1915631227433007,0.022143240549370835,0.1254393893590939,0.24406037421365112
11415.47945,0.024027070642659062,0.06520645566941531,0.0012933935562085266,1.9851923023500573,0.6835689571725686,0.0007394584314570203,0.05524850664283846,0.015518837071858303,0.024412235327009497,0.0027695934032173695,0.20589929030899592,0.22600737129605472,0.22284407990864036,0.2272937402995266,0.22228519461256252,0.21784262011529648,0.2242298922885608,0.22587288808216904,0.10416023847288637,0.11658634273700873,0.13375205280428962,0.15080602292156234,0.27958778825020547,0.2564859823226557,0.22632140129247352,0.2395350809604404,0.20985344046455476,0.23916997384415914,0.22829568496651156,0.21842806345424498,0.20728730904284398,0.2085441234972114,0.24645918562270033,0.23454243923205556,0.18840436372019026,0.06934075979248637,0.22153438461397582,0.006965532265542347,0.22407252751553522,0.015182070057872664,0.2857976810267289,0.6324713531535778
11741.63601,0.02753862915080167,0.07307750981536423,0.0011991418352508964,0.84674252895145,1.232696301100526,0.0009109962480785874,0.0609095964664524,0.01796133857751775,0.027524893851421213,0.0027497249130334902,0.21632889384182996,0.2406865620028314,0.22758037175607748,0.24722434085263545,0.24465795628838213,0.23476983844123583,0.23034960141433855,0.24008280764789072,0.11697334666750354,0.14062209389498564,0.15365266886449233,0.15256730218279724,0.3036389377162632,0.3359147484461911,0.37347818806642347,0.35932164682637685,0.2299435981224205,0.2612531284451236,0.25155706319193316,0.2342474930123166,0.2298447138310543,0.23830968020477128,0.2562345557220366,0.23061177072828126,0.2420211165831292,0.11044249961592457,0.23521004653065267,0.010183108305867706,0.24150025040724218,0.012868368694217053,0.2291310660909896,0.43746763212170436
12067.79256,0.028766865204304517,0.07923722875268434,0.0012134194835659235,0.5801004035357314,0.4561949383543598,0.0008572345241158925,0.06961003963147039,0.017808277398761323,0.02878236616444854,0.002592356256418221,0.213005211390611,0.2324272145248782,0.2270953505433599,0.2365247904002705,0.23336226714572245,0.22688447171515805,0.2158097764880339,0.23101617791150283,0.10250063122123527,0.12136269175809503,0.1367029027622135,0.14074971079779902,0.24860761855503224,0.2452014489029691,0.24221807396292971,0.24756830820244005,0.2178007404856634,0.22665873479139875,0.23135225846573973,0.23451156600226522,0.2087887692438561,0.21873315741819374,0.23719235363089336,0.22116927032054193,0.18561392327033924,0.06546796391975856,0.22701565751494213,0.008433607139096057,0.224525856294819,0.009628889652503305,0.12651631293058602,0.2102043030147649
12393.94912,0.03055929669465635,0.082042090451681,0.0011655111778239554,0.5300303819116481,0.30963511318295606,0.0008255888728236698,0.06995619818446704,0.018604936126461497,0.028957948536923184,0.0025959160336624493,0.196863332244001,0.22303020239404484,0.2084626581239366,0.2139756113058755,0.22297892496174673,0.20860527874016194,0.2043068882046403,0.21850037201404415,0.0898869744986873,0.10601163197292808,0.11789204306818302,0.11939955796470116,0.21977503632348128,0.2192088718678146,0.2192609019949557,0.22634978875973782,0.19824398105464527,0.20472838213569466,0.19379403053600125,0.20055604111588388,0.19365048929744863,0.18709268523858597,0.20825093903841677,0.19766861094606555,0.1647231008063111,0.061022816759501004,0.2120904084985564,0.009263093009980064,0.19799814492034276,0.006682957848535859,0.10743729811731031,0.17484294822859772
12720.10568,0.03333197386577311,0.08239515743360569,0.001140562039143873,0.4901817467852113,0.25951225163805297,0.0007846547849271626,0.06862048613086554,0.01932525774935905,0.031178998295176064,0.0026685529002435974,0.2088830865015217,0.22315519757991925,0.21338538530671652,0.2166697601449664,0.21988974625915447,0.21173587129881888,0.20909678527480274,0.22581673567325997,0.0781041566047007,0.09282102503341512,0.10774753731950663,0.1060921062033911,0.17544220649103998,0.1702435969217699,0.18490786065073017,0.18247034190199732,0.18503974720087701,0.1911664762841937,0.18059510521616925,0.19664667360574106,0.18802434389500275,0.1757530661892321,0.19214580470082657,0.1870799771115805,0.13722860389081887,0.04500276765022008,0.21607907100489496,0.0063966249289291064,0.1870563992754529,0.00664708486482327,0.09891396416223583,0.15767350844815503
13046.26223,0.029781937553838435,0.07268359700904924,0.0010663773224687556,0.45017172853394005,0.19888334801715887,0.0008254459598072447,0.06216581630023352,0.017399381392334136,0.0262763210762756,0.0026057274056108747,0.2135960957574514,0.21859441951851308,0.21587826358288614,0.2194033136249341,0.22866182081090186,0.21429847870158036,0.2100930679496218,0.21923590326808934,0.0827082265642033,0.09602468718913083,0.10655822900966425,0.10793532857191447,0.17461059688715874,0.17554176513993827,0.19035576256677844,0.18651134442100845,0.20422537740741092,0.1928718082804586,0.19112957711796963,0.1926530855453039,0.19710091957355255,0.1955888540155039,0.20435963104234509,0.19768499491033384,0.14003074254372458,0.04554868909802692,0.21747017040174726,0.005547144963640417,0.19695178098660981,0.005059953132386359,0.08618596805707168,0.14101426643522877
13372.41879,0.025828581019842815,0.06540973378583358,0.0010475713251866037,0.44057708906817616,0.17762109853179875,0.0007396601165532556,0.06626478814923495,0.015762775070886446,0.025004826493878616,0.0024899566240900992,0.20771884346859165,0.20906639978570699,0.20800823517637487,0.20657383716326863,0.2091193308847805,0.20730623939775922,0.20417712627252926,0.21535022609113316,0.09013750960579273,0.09943815531090605,0.11549340221584031,0.1118890318670491,0.1825982524822668,0.18527704314597673,0.2003647890912645,0.19155857575109234,0.23391103106228273,0.20279871151219764,0.1976048168290645,0.2317388730094905,0.200715372145114,0.2030763323634914,0.21055431215060882,0.1980046112839162,0.14709459493377358,0.046730964168962365,0.208415029780018,0.003212623772746333,0.20980050754452073,0.01477369694687285,0.08207460801854813,0.13683450469414427
