Frequency (Hz),Polyestirene,100-400 nm,60-300 nm,500-1000 nm
31311.02935,3.59172E-05,0.000596234,0.000525703,0.000346295
31637.18591,4.29016E-05,0.000391706,0.000348337,0.000224621
31963.34247,5.12829E-05,0.00047087,0.00047433,0.000307403
32289.49902,5.32613E-05,0.00069913,0.0007052,0.000477671
32615.65558,3.99066E-05,0.000737392,0.000732921,0.000495962
32941.81213,3.42694E-05,0.000513031,0.000492303,0.000327776
33267.96869,0.000109683,0.000385904,0.000308115,0.000204648
33594.12524,5.95723E-05,0.000401365,0.000396143,0.000255245
33920.2818,4.48664E-05,0.000659205,0.000662009,0.000452563
34246.43836,4.35562E-05,0.000824285,0.000834202,0.000562726
34572.59491,3.06662E-05,0.000661775,0.000673285,0.000454724
34898.75147,2.13615E-05,0.000420921,0.000446535,0.000292822
35224.90802,2.44913E-05,0.000458027,0.000500801,0.000337906
35551.06458,2.84809E-05,0.000762846,0.000673292,0.000473155
35877.22114,4.24551E-05,0.000811496,0.000815537,0.000538992
36203.37769,3.75179E-05,0.000658586,0.000699191,0.000450895
36529.53425,2.42206E-05,0.000402079,0.000351032,0.000242065
36855.6908,2.41206E-05,0.000294311,0.000291741,0.000194211
37181.84736,2.85973E-05,0.000534959,0.000540009,0.000368226
37508.00391,3.35195E-05,0.000761294,0.000762841,0.000539107
37834.16047,2.91726E-05,0.000784271,0.000695445,0.000487339
38160.31703,2.25625E-05,0.000542551,0.000439773,0.000318413
38486.47358,2.17587E-05,0.000439266,0.000399099,0.000273311
38812.63014,4.03837E-05,0.00061362,0.000703735,0.000449672
39138.78669,5.6521E-05,0.000947069,0.001064213,0.000690566
39464.94325,6.2879E-05,0.001085685,0.001070163,0.000702888
39791.0998,7.46182E-05,0.000901587,0.000820758,0.000549573
40117.25636,0.000905732,0.000768108,0.000562861,0.000383179
40443.41292,4.76643E-05,0.000474292,0.000425648,0.000285221
40769.56947,3.72464E-05,0.000540354,0.000664566,0.000451333
41095.72603,4.20453E-05,0.000676617,0.000866258,0.000562342
41421.88258,3.54548E-05,0.00076484,0.000707926,0.000490232
41748.03914,2.92477E-05,0.000616715,0.000462929,0.000337951
42074.19569,2.25797E-05,0.000506232,0.000356293,0.000289901
42400.35225,3.07212E-05,0.000636096,0.000581382,0.000405731
42726.50881,5.45861E-05,0.000956606,0.000936904,0.000631663
43052.66536,4.41421E-05,0.001069952,0.000985555,0.000674139
43378.82192,2.80678E-05,0.000847205,0.00079311,0.000541925
43704.97847,1.68733E-05,0.000516347,0.000482804,0.000329003
44031.13503,1.25957E-05,0.000384448,0.000386387,0.000262045
44357.29159,2.21764E-05,0.000551313,0.000558996,0.000363665
44683.44814,2.21686E-05,0.000813542,0.000787957,0.00051288
45009.6047,1.98826E-05,0.000757989,0.000660172,0.000466647
45335.76125,1.45724E-05,0.000406454,0.000441766,0.000308622
45661.91781,1.4396E-05,0.000222961,0.000335044,0.000214819
45988.07436,2.4863E-05,0.000399939,0.000430535,0.000283996
46314.23092,2.87947E-05,0.000620671,0.000648468,0.000425239
46640.38748,2.64039E-05,0.000846303,0.00074555,0.000526571
46966.54403,2.11613E-05,0.000575235,0.000527623,0.000374699
47292.70059,1.79604E-05,0.000376489,0.000441929,0.000297294
47618.85714,2.90298E-05,0.000436658,0.00057667,0.000357531
47945.0137,3.45014E-05,0.000806718,0.000683081,0.000485615
48271.17025,4.15021E-05,0.000737597,0.00079529,0.000521748
48597.32681,4.05794E-05,0.000651484,0.000502617,0.00035273
48923.48337,4.74131E-05,0.000260044,0.000306729,0.000187955
49249.63992,7.18142E-05,0.000315854,0.000354323,0.000215507
49575.79648,0.000199857,0.000679294,0.000698275,0.000437493
49901.95303,0.000833713,0.001708413,0.001426132,0.000895927
50228.10959,0.001764437,0.002881084,0.002247008,0.001327554
50554.26614,0.000263915,0.000601732,0.000672764,0.000382006
50880.4227,0.000102616,0.000472441,0.00049716,0.000295163
51206.57926,7.03431E-05,0.000684902,0.000695387,0.000410383
51532.73581,6.70374E-05,0.000872528,0.000790687,0.000535324
51858.89237,6.39042E-05,0.000716619,0.000641225,0.000457319
52185.04892,5.28834E-05,0.000385727,0.000419779,0.000292579
52511.20548,4.98809E-05,0.000175415,0.000210395,0.000168166
52837.36204,6.10179E-05,0.000232353,0.000233219,0.000179395
53163.51859,7.26243E-05,0.000359456,0.000334795,0.000230365
53489.67515,6.73146E-05,0.000331351,0.000419239,0.00025221
53815.8317,7.14305E-05,0.000216826,0.000476067,0.000231757
54141.98826,7.76906E-05,0.000244888,0.000601727,0.000265563
54468.14481,6.02495E-05,0.000487269,0.000986956,0.000367914
54794.30137,5.06309E-05,0.00063876,0.000964593,0.000464239
55120.45793,4.11826E-05,0.000587641,0.001030129,0.00056925
55446.61448,4.03592E-05,0.000333445,0.000574856,0.000486426
55772.77104,3.92519E-05,0.00020409,0.000501457,0.000489188
56098.92759,3.65136E-05,0.000291464,0.000406794,0.000493195
56425.08415,3.64004E-05,0.000336321,0.000343884,0.000331971
56751.2407,3.70397E-05,0.000286173,0.000171395,0.000201346
57077.39726,3.17097E-05,0.000158962,8.79149E-05,0.000100037
57403.55382,4.17611E-05,0.000228251,0.000246289,0.000173778
